tweet_text,synthesized_summary,responder_role,secondary_annotation,disaster_type,information_type,input_text,source_row_id
Update on flooding response in Alberta http://t.co/RZjqRmIZji @redcrosscanada,Police should monitor flood response updates and assess potential public safety risks in affected areas.,Police,DCC,Floods,Caution and advice,"Responder Roles: Police
Disaster Type: Floods
Tweet: Update on flooding response in Alberta http://t.co/RZjqRmIZji @redcrosscanada
Secondary Annotations: DCC
Information Type: Caution and advice",8239
"RT @indiebreakfast: It's #VeteransDay &amp; over 10,000 ppl are dead from #TyphoonHaiyan and you filths are trending #StayStrongJustin you are …",Monitor public sentiment and potential unrest related to the reported fatalities from the typhoon.,Police,DCC,Typhoon,Affected individuals,"Responder Roles: Police
Disaster Type: Typhoon
Tweet: RT @indiebreakfast: It's #VeteransDay &amp; over 10,000 ppl are dead from #TyphoonHaiyan and you filths are trending #StayStrongJustin you are …
Secondary Annotations: DCC
Information Type: Affected individuals",26240
RT @Bossip: They Shootin’! LAX Evacuates Terminal 3 After TSA Agent Is Shot And Suspect Is Wounded In Airport Gunfire http://t.co/SAr6L5ONT0,Assess potential injuries and casualties from the shooting; prepare for possible triage and patient transport.,EMS,MMU,Shootings,Affected individuals,"Responder Roles: EMS
Disaster Type: Shootings
Tweet: RT @Bossip: They Shootin’! LAX Evacuates Terminal 3 After TSA Agent Is Shot And Suspect Is Wounded In Airport Gunfire http://t.co/SAr6L5ONT0
Secondary Annotations: MMU
Information Type: Affected individuals",15113
Honestly I think the explosion in Texas is more sad than the Boston bombings,"Police should assess public sentiment and potential unrest regarding the Texas explosion, monitoring for any emerging threats or crowd reactions.",Police,DCC,Explosion,Sympathy and support,"Responder Roles: Police
Disaster Type: Explosion
Tweet: Honestly I think the explosion in Texas is more sad than the Boston bombings
Secondary Annotations: DCC
Information Type: Sympathy and support",27851
#teamfollowback Australia bush fires set to worsen http://t.co/eo5NMuFAaT  #autofollow,Firefighters should evaluate fire spread risks and prepare for intensified conditions in the bushfire situation.,Firefighter,FC,Wildfire,Other Useful Information,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: #teamfollowback Australia bush fires set to worsen http://t.co/eo5NMuFAaT  #autofollow
Secondary Annotations: FC
Information Type: Other Useful Information",9200
"Colorado wildfires worsen, 32,000 flee homes http://t.co/kMM7ojqt via @reuters","Firefighters should assess fire spread and support evacuation for the 32,000 individuals fleeing due to worsening wildfires.",Firefighter,USAR,Wildfire,Affected individuals,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: Colorado wildfires worsen, 32,000 flee homes http://t.co/kMM7ojqt via @reuters
Secondary Annotations: USAR
Information Type: Affected individuals",602
RT @sassystuff: RT @AHS_media: City of Calgary NOT under boil water order. #yyc #abflood,Police should monitor public safety and misinformation about water safety in flood-affected areas.,Police,DCC,Floods,Not applicable,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @sassystuff: RT @AHS_media: City of Calgary NOT under boil water order. #yyc #abflood
Secondary Annotations: DCC
Information Type: Not applicable",7704
"RT @Reuters: Helicopter crashes into Glasgow pub, multiple casualties: BBC http://t.co/3Y4Woxbxyb","Police should manage crowd control and assess for criminal activity, while EMS prepares for multiple casualties and coordinates medical response.",Police/EMS,DCC/MMU,Crash,Affected individuals,"Responder Roles: Police, EMS
Disaster Type: Crash
Tweet: RT @Reuters: Helicopter crashes into Glasgow pub, multiple casualties: BBC http://t.co/3Y4Woxbxyb
Secondary Annotations: DCC, MMU
Information Type: Affected individuals",13938
"RT @WeLoveDara: For those asking, there was an earthquake at Singapore earlier..  “@ChannelNewsAsia: #SGHaze PSI reading hits 371 at 1pm” …",Police should monitor public safety and assess crowd control needs in light of the reported haze and earthquake.,Police,DCC,Haze,Not applicable,"Responder Roles: Police
Disaster Type: Haze
Tweet: RT @WeLoveDara: For those asking, there was an earthquake at Singapore earlier..  “@ChannelNewsAsia: #SGHaze PSI reading hits 371 at 1pm” …
Secondary Annotations: DCC
Information Type: Not applicable",24407
"As many as 100,000 people could be forced from their homes by heavy flooding in western Canada. Water levels peak today at noon.","Police should assess evacuation needs and crowd control, while EMS prepares for medical emergencies related to the flooding.",Police/EMS,DCC/MMU,Floods,Caution and advice,"Responder Roles: Police, EMS
Disaster Type: Floods
Tweet: As many as 100,000 people could be forced from their homes by heavy flooding in western Canada. Water levels peak today at noon.
Secondary Annotations: DCC, MMU
Information Type: Caution and advice",7785
RT @BBCScotlandNews: #Clutha: Four teenagers are charged with breaking into the Glasgow bar where a helicopter crash killed 10 people http:…,Police should evaluate the break-in incident at the crash site for public safety and potential criminal implications.,Police,CPU,Crash,Not applicable,"Responder Roles: Police
Disaster Type: Crash
Tweet: RT @BBCScotlandNews: #Clutha: Four teenagers are charged with breaking into the Glasgow bar where a helicopter crash killed 10 people http:…
Secondary Annotations: CPU
Information Type: Not applicable",14877
RT @BBCWorld: #Brazil fire deaths: Smoke engulfed nightclub in major university city when soundproofing set alight - officials http://t. ...,"Firefighters should assess smoke spread and containment needs, while EMS prepares for potential injuries from the nightclub fire.",Firefighter/EMS,FC/MMU,Fire,Affected individuals,"Responder Roles: Firefighter, EMS
Disaster Type: Fire
Tweet: RT @BBCWorld: #Brazil fire deaths: Smoke engulfed nightclub in major university city when soundproofing set alight - officials http://t. ...
Secondary Annotations: FC, MMU
Information Type: Affected individuals",12319
"Police Helicopter Crashes Pub Roof https://t.co/Ver99rvQNZ … … glasgow clutha, glasgow helicopter video, glasgow pub, esperanza glasgow","Police should manage crowd control and secure the site, while firefighters assess the pub's structure and prepare for rescues.",Police/Firefighter,DCC/USAR,Crash,Other Useful Information,"Responder Roles: Police, Firefighter
Disaster Type: Crash
Tweet: Police Helicopter Crashes Pub Roof https://t.co/Ver99rvQNZ … … glasgow clutha, glasgow helicopter video, glasgow pub, esperanza glasgow
Secondary Annotations: DCC, USAR
Information Type: Other Useful Information",14109
"RT @RT_com: Dramatic CCTV VIDEO: Meteorite blast wave blows out doors, windows in #Russia  http://t.co/qYOlanJh #RussianMeteor #метеорит",Police should assess damage to infrastructure and ensure public safety following the reported meteorite blast wave in Russia.,Police,DCC,Meteorite,Infrastructure and utilities,"Responder Roles: Police
Disaster Type: Meteorite
Tweet: RT @RT_com: Dramatic CCTV VIDEO: Meteorite blast wave blows out doors, windows in #Russia  http://t.co/qYOlanJh #RussianMeteor #метеорит
Secondary Annotations: DCC
Information Type: Infrastructure and utilities",20315
RT @cnnbrk: Source: Woman found alive in rubble 17 days after Bangladesh building collapse. http://t.co/hSH20k1aHJ,Police should monitor crowd control and public safety as a woman was found alive in the rubble of a building collapse.,Police,DCC,Collapse,Affected individuals,"Responder Roles: Police
Disaster Type: Collapse
Tweet: RT @cnnbrk: Source: Woman found alive in rubble 17 days after Bangladesh building collapse. http://t.co/hSH20k1aHJ
Secondary Annotations: DCC
Information Type: Affected individuals",23635
enterprisedaily: Explosion kills 39 at Venezuela refinery - The death toll from an explosion at Venezuela's biggest ... http://t.co/7txOMBfO,"Firefighters should assess hazardous materials and fire risks, while EMS prepares for potential casualties from the explosion.",Firefighter/EMS,HAZMAT/MMU,Explosion,Affected individuals,"Responder Roles: Firefighter, EMS
Disaster Type: Explosion
Tweet: enterprisedaily: Explosion kills 39 at Venezuela refinery - The death toll from an explosion at Venezuela's biggest ... http://t.co/7txOMBfO
Secondary Annotations: HAZMAT, MMU
Information Type: Affected individuals",6927
7.1 Earthquake in Central Phillippines - This just in. A 7.1 Earthquake has hit central Philippines. More... http://t.co/KkmcWNaQsf,"Following the 7.1 earthquake, police should monitor for crowd control and crime, firefighters must assess structural safety, and EMS should prepare for injuries.",Police/Firefighter/EMS,DCC/USAR/MMU,Earthquake,Other Useful Information,"Responder Roles: Police, Firefighter, EMS
Disaster Type: Earthquake
Tweet: 7.1 Earthquake in Central Phillippines - This just in. A 7.1 Earthquake has hit central Philippines. More... http://t.co/KkmcWNaQsf
Secondary Annotations: DCC, USAR, MMU
Information Type: Other Useful Information",10209
RT @GayCarBoys: guns havent made the USA safer: Gunman kills one and injures others at LAX airport  http://t.co/TFs9CiotQW via @guardian #A…,Responders should assess injuries and prioritize medical care for those affected by the shooting at LAX airport.,EMS,MMU,Shootings,Affected individuals,"Responder Roles: EMS
Disaster Type: Shootings
Tweet: RT @GayCarBoys: guns havent made the USA safer: Gunman kills one and injures others at LAX airport  http://t.co/TFs9CiotQW via @guardian #A…
Secondary Annotations: MMU
Information Type: Affected individuals",15787
"#news Canada floods 'could force 100,000 from homes': As many as 100,000 people could be forced to fle... http://t.co/RAk5IenM37 #follow","Police should assess evacuation needs and crowd control, while EMS prepares for medical assistance for potentially displaced individuals.",Police/EMS,DCC/MMU,Floods,Affected individuals,"Responder Roles: Police, EMS
Disaster Type: Floods
Tweet: #news Canada floods 'could force 100,000 from homes': As many as 100,000 people could be forced to fle... http://t.co/RAk5IenM37 #follow
Secondary Annotations: DCC, MMU
Information Type: Affected individuals",7788
RT @SprtsHumor: Crazy news video of that first Boston Marathon explosion. #NotHumor http://t.co/Xm4Q7pWgg8,Police should assess potential threats and ensure scene security following the reported bombing incident.,Police,CPU,Bombings,Other Useful Information,"Responder Roles: Police
Disaster Type: Bombings
Tweet: RT @SprtsHumor: Crazy news video of that first Boston Marathon explosion. #NotHumor http://t.co/Xm4Q7pWgg8
Secondary Annotations: CPU
Information Type: Other Useful Information",11009
"RT @NYCityAlerts: Bronx: Metro North Train Derailment U/D Another photo of major train derailment, 4 dead, 67 injured, 11 critically. http:…",Police should ensure scene security and coordinate with DCC for effective crowd and traffic management following the train derailment with reported casualties.,Police,DCC,Derailment,Affected individuals,"Responder Roles: Police
Disaster Type: Derailment
Tweet: RT @NYCityAlerts: Bronx: Metro North Train Derailment U/D Another photo of major train derailment, 4 dead, 67 injured, 11 critically. http:…
Secondary Annotations: DCC
Information Type: Affected individuals",18336
VIDEO: Anger after Dhaka factory collapse: Anger at the collapse of the Rana Plaza garment factory has trigger... http://t.co/oTEvKMduJ1,"Monitor public sentiment and potential unrest related to the Rana Plaza factory collapse, ensuring scene security and assessing for criminal activity.",Police,CPU,Collapse,Sympathy and support,"Responder Roles: Police
Disaster Type: Collapse
Tweet: VIDEO: Anger after Dhaka factory collapse: Anger at the collapse of the Rana Plaza garment factory has trigger... http://t.co/oTEvKMduJ1
Secondary Annotations: CPU
Information Type: Sympathy and support",23086
Australia merges bushfire blazes: Fire fighters in Australia deliberately join two large fires near the Blue M... http://t.co/dc1DdlXu8U,Firefighters should evaluate containment efforts as two large blazes merge near the Blue Mountains.,Firefighter,FC,Wildfire,Other Useful Information,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: Australia merges bushfire blazes: Fire fighters in Australia deliberately join two large fires near the Blue M... http://t.co/dc1DdlXu8U
Secondary Annotations: FC
Information Type: Other Useful Information",9424
"Protesters demand action against factory owners for nearly 300 deaths, while hundreds  remain missing amid the rubble. #BanglaDesh",Monitor protest activities and coordinate with DCC to ensure public safety amid concerns of missing individuals following the collapse.,Police,DCC,Collapse,Affected individuals,"Responder Roles: Police
Disaster Type: Collapse
Tweet: Protesters demand action against factory owners for nearly 300 deaths, while hundreds  remain missing amid the rubble. #BanglaDesh
Secondary Annotations: DCC
Information Type: Affected individuals",22839
Second meteor video in Cuba two hours before Russia meteor crash CLICK HERE:... http://t.co/DKUMjHNY,Police should monitor for public safety threats and crowd control needs due to reported meteor activity in Cuba.,Police,DCC,Meteorite,Not labeled,"Responder Roles: Police
Disaster Type: Meteorite
Tweet: Second meteor video in Cuba two hours before Russia meteor crash CLICK HERE:... http://t.co/DKUMjHNY
Secondary Annotations: DCC
Information Type: Not labeled",21385
"RT @MichaelSkolnik: BREAKING: AP: Surviving Boston bomb suspect identified as Dzhokhar A. Tsarnaev, 19, of Cambridge, Mass.",Police should assess public safety threats linked to the identified suspect and coordinate with DCC for effective communication.,Police,DCC,Bombings,Other Useful Information,"Responder Roles: Police
Disaster Type: Bombings
Tweet: RT @MichaelSkolnik: BREAKING: AP: Surviving Boston bomb suspect identified as Dzhokhar A. Tsarnaev, 19, of Cambridge, Mass.
Secondary Annotations: DCC
Information Type: Other Useful Information",11557
#prayforboston #prayforwest #prayforchina 😩 what is happening to the world?,Police should monitor for threats and assess public safety in light of reported explosions and community concerns.,Police,DCC,Explosion,Sympathy and support,"Responder Roles: Police
Disaster Type: Explosion
Tweet: #prayforboston #prayforwest #prayforchina 😩 what is happening to the world?
Secondary Annotations: DCC
Information Type: Sympathy and support",27770
RT @thetodayshow: FIRE UPDATE: Fire behaviour will intensify soon. Important to remain vigilant and move to safe places. #nswfires #today9,Police should monitor fire updates and prepare for possible evacuations as fire behavior may intensify.,Police,DCC,Wildfire,Caution and advice,"Responder Roles: Police
Disaster Type: Wildfire
Tweet: RT @thetodayshow: FIRE UPDATE: Fire behaviour will intensify soon. Important to remain vigilant and move to safe places. #nswfires #today9
Secondary Annotations: DCC
Information Type: Caution and advice",9519
"BREAKING NEWS!!!!!!! 7 Injured at LAX, 2 Dead: TSA Agent, Shooter – Watch the Chaos: Video: UP... http://t.co/cHy165dApz #news #omg #bet",Responders should prioritize medical care for the seven injured individuals and ensure efficient transport to medical facilities.,EMS,MMU,Shootings,Affected individuals,"Responder Roles: EMS
Disaster Type: Shootings
Tweet: BREAKING NEWS!!!!!!! 7 Injured at LAX, 2 Dead: TSA Agent, Shooter – Watch the Chaos: Video: UP... http://t.co/cHy165dApz #news #omg #bet
Secondary Annotations: MMU
Information Type: Affected individuals",15574
RT @AustralianBuzz: 7.6 #Quake off coast of Costa Rica 83km Sth of Liberia - Tsunami watch issued  http://t.co/8ojLIy2i  #theBuzz,Police should monitor tsunami threats and ensure public safety following the earthquake report off Costa Rica.,Police,DCC,Earthquake,Caution and advice,"Responder Roles: Police
Disaster Type: Earthquake
Tweet: RT @AustralianBuzz: 7.6 #Quake off coast of Costa Rica 83km Sth of Liberia - Tsunami watch issued  http://t.co/8ojLIy2i  #theBuzz
Secondary Annotations: DCC
Information Type: Caution and advice",1660
RT @we_believejb: Help this girl find her family. Please RT and spread the word. #prayforboston http://t.co/ljlyC3pkFF,Police should assess potential threats while coordinating with dispatch to support public safety efforts related to the reported incident.,Police,DCC,Bombings,Other Useful Information,"Responder Roles: Police
Disaster Type: Bombings
Tweet: RT @we_believejb: Help this girl find her family. Please RT and spread the word. #prayforboston http://t.co/ljlyC3pkFF
Secondary Annotations: DCC
Information Type: Other Useful Information",11122
"Just lost power for a bit there, but back online (could be famous last words...better not jinx it...). #qldfloods #bigwet #exoswald",Police should monitor for public safety issues stemming from power outages amid ongoing flooding conditions.,Police,DCC,Floods,Affected individuals,"Responder Roles: Police
Disaster Type: Floods
Tweet: Just lost power for a bit there, but back online (could be famous last words...better not jinx it...). #qldfloods #bigwet #exoswald
Secondary Annotations: DCC
Information Type: Affected individuals",19307
"RT @ABC: #Breaking: Boston Bomb Suspect Taken into Custody, Police Say http://t.co/qMngWbjfBl http://t.co/vc3hnqmG1q",Police should evaluate scene security and any remaining threats after the suspect's arrest related to the bombings.,Police,CPU,Bombings,Other Useful Information,"Responder Roles: Police
Disaster Type: Bombings
Tweet: RT @ABC: #Breaking: Boston Bomb Suspect Taken into Custody, Police Say http://t.co/qMngWbjfBl http://t.co/vc3hnqmG1q
Secondary Annotations: CPU
Information Type: Other Useful Information",11654
"RT @NSWRFS: 65 fires in NSW, 25 uncontained. Today will be challenging - hot and windy. Stay up to date at http://t.co/GuRTiatjQ6 #NSWRFS #…",Firefighters should evaluate containment efforts and fire spread risks due to challenging weather and multiple uncontained fires.,Firefighter,FC,Wildfire,Caution and advice,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: RT @NSWRFS: 65 fires in NSW, 25 uncontained. Today will be challenging - hot and windy. Stay up to date at http://t.co/GuRTiatjQ6 #NSWRFS #…
Secondary Annotations: FC
Information Type: Caution and advice",8762
Gunman targets TSA in Los Angeles airport shooting http://t.co/v9PN62djJA via #NewzSocial,Police should assess threats and secure the airport scene after the reported TSA shooting in Los Angeles.,Police,CPU,Shootings,Affected individuals,"Responder Roles: Police
Disaster Type: Shootings
Tweet: Gunman targets TSA in Los Angeles airport shooting http://t.co/v9PN62djJA via #NewzSocial
Secondary Annotations: CPU
Information Type: Affected individuals",15722
RT @ABSCBNNews: 4 more storms expected to hit PH before year end http://t.co/cqlxxqxXOe #YolandaPH,Police should prepare for potential public safety issues due to four expected storms in the region.,Police,DCC,Typhoon,Other Useful Information,"Responder Roles: Police
Disaster Type: Typhoon
Tweet: RT @ABSCBNNews: 4 more storms expected to hit PH before year end http://t.co/cqlxxqxXOe #YolandaPH
Secondary Annotations: DCC
Information Type: Other Useful Information",26082
"RT @Gorileo: 7.9	3km NE of Samara, Costa Rica	2012-09-05 14:42:10 #TemblorCR","Police should monitor for crowd control and criminal activity, while firefighters prepare for structural assessments and search and rescue.",Police/Firefighter,DCC/USAR,Earthquake,Other Useful Information,"Responder Roles: Police, Firefighter
Disaster Type: Earthquake
Tweet: RT @Gorileo: 7.9	3km NE of Samara, Costa Rica	2012-09-05 14:42:10 #TemblorCR
Secondary Annotations: DCC, USAR
Information Type: Other Useful Information",1243
#news #update Raging Colorado wildfire prompts FBI investigation - uReport: Colorado wildfire:  http://t.co/rWwHeQGN #follow,The police should assess threats from the wildfire and coordinate with the FBI for public safety measures.,Police,DCC,Wildfire,Other Useful Information,"Responder Roles: Police
Disaster Type: Wildfire
Tweet: #news #update Raging Colorado wildfire prompts FBI investigation - uReport: Colorado wildfire:  http://t.co/rWwHeQGN #follow
Secondary Annotations: DCC
Information Type: Other Useful Information",924
RT @ClimateCentral: The largest fires in Australia in a decade have turned Sydney's skies orange: http://t.co/XTrtSOFIm5,Police should monitor public safety and assess potential evacuation needs due to wildfire smoke affecting visibility in Sydney.,Police,DCC,Wildfire,Other Useful Information,"Responder Roles: Police
Disaster Type: Wildfire
Tweet: RT @ClimateCentral: The largest fires in Australia in a decade have turned Sydney's skies orange: http://t.co/XTrtSOFIm5
Secondary Annotations: DCC
Information Type: Other Useful Information",9080
New Boulder Fire Prompts Mandatory Evacuations: A fire that erupted in Boulder County Tuesday afternoon -- being... http://t.co/acBWzBV2,Firefighters should evaluate fire spread and readiness for rescues due to mandatory evacuations in Boulder County.,Firefighter,USAR,Wildfire,Caution and advice,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: New Boulder Fire Prompts Mandatory Evacuations: A fire that erupted in Boulder County Tuesday afternoon -- being... http://t.co/acBWzBV2
Secondary Annotations: USAR
Information Type: Caution and advice",559
RT @LindseyAustin: My heart breaks for America. Too many people have lost their lives this week. #prayfortexas #prayforboston #prayforam ...,Police should assess potential threats and ensure scene security following reported explosions and community distress.,Police,DCC,Explosion,Sympathy and support,"Responder Roles: Police
Disaster Type: Explosion
Tweet: RT @LindseyAustin: My heart breaks for America. Too many people have lost their lives this week. #prayfortexas #prayforboston #prayforam ...
Secondary Annotations: DCC
Information Type: Sympathy and support",27504
"Horrific news this AM:Praying for everyone still in trapped the #clutha bar in Glasgow, the injured, the families and our emergency services",Police should assess crowd control needs and support emergency services at the crash site following reports of injuries and trapped individuals.,Police,DCC,Crash,Sympathy and support,"Responder Roles: Police
Disaster Type: Crash
Tweet: Horrific news this AM:Praying for everyone still in trapped the #clutha bar in Glasgow, the injured, the families and our emergency services
Secondary Annotations: DCC
Information Type: Sympathy and support",14178
Boston Marathon Bombing Suspect Killed; Another At Large http://t.co/heOVgrwbjf,Assess potential casualties and medical needs related to the bombing; prepare for possible triage and transport.,EMS,MMU,Bombings,Other Useful Information,"Responder Roles: EMS
Disaster Type: Bombings
Tweet: Boston Marathon Bombing Suspect Killed; Another At Large http://t.co/heOVgrwbjf
Secondary Annotations: MMU
Information Type: Other Useful Information",11569
T'storms crossing I-25 toward #Longmont. Strong storm sitting over #Brighton tracking NE. #9wx forecast on #9News now http://t.co/uqO7mgWQoj,Police should monitor storm impacts on I-25 and assess potential flooding risks for traffic control preparation.,Police,DCC,Floods,Other Useful Information,"Responder Roles: Police
Disaster Type: Floods
Tweet: T'storms crossing I-25 toward #Longmont. Strong storm sitting over #Brighton tracking NE. #9wx forecast on #9News now http://t.co/uqO7mgWQoj
Secondary Annotations: DCC
Information Type: Other Useful Information",12911
"RT @Wnicholasgomes: #Bangladesh is waiting for Verdict of Ghulam Azam,  its already writtenhe willbe sentencedto death-its Justice or 'mock…",Police should monitor for potential unrest and crowd control needs surrounding the verdict announcement in Bangladesh.,Police,DCC,Collapse,Not labeled,"Responder Roles: Police
Disaster Type: Collapse
Tweet: RT @Wnicholasgomes: #Bangladesh is waiting for Verdict of Ghulam Azam,  its already writtenhe willbe sentencedto death-its Justice or 'mock…
Secondary Annotations: DCC
Information Type: Not labeled",23692
RT @nbcnightlynews: LAX shooting suspect is 23-year-old Paul Anthony Ciancia. @PeteWilliamsNBC joins us now  with more on the suspect #NBCN…,Police should assess threats from the identified suspect and coordinate safety measures through DCC.,Police,DCC,Shootings,Affected individuals,"Responder Roles: Police
Disaster Type: Shootings
Tweet: RT @nbcnightlynews: LAX shooting suspect is 23-year-old Paul Anthony Ciancia. @PeteWilliamsNBC joins us now  with more on the suspect #NBCN…
Secondary Annotations: DCC
Information Type: Affected individuals",15565
[Denver News] Colorado wildfire ranks as most destructive in state history: DENVER (Reuters) - An 85-square-mile... http://t.co/yHGdSthP,"Firefighters should evaluate containment strategies for the most destructive wildfire in Colorado's history, focusing on fire spread management.",Firefighter,FC,Wildfire,Infrastructure and utilities,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: [Denver News] Colorado wildfire ranks as most destructive in state history: DENVER (Reuters) - An 85-square-mile... http://t.co/yHGdSthP
Secondary Annotations: FC
Information Type: Infrastructure and utilities",230
"Five local states of emerg ended: Leth city &amp; county; Cypress County; Red Deer, Crowsnest Pass. #ABflood #yycflood #yyc #ableg #abpoli","Police should assess public safety concerns, while EMS monitors for medical needs as states of emergency conclude in affected areas.",Police/EMS,DCC/MMU,Floods,Infrastructure and utilities,"Responder Roles: Police, EMS
Disaster Type: Floods
Tweet: Five local states of emerg ended: Leth city &amp; county; Cypress County; Red Deer, Crowsnest Pass. #ABflood #yycflood #yyc #ableg #abpoli
Secondary Annotations: DCC, MMU
Information Type: Infrastructure and utilities",8331
RT @AustinCrossCBS: Reports saying a TSA agent and the shooting suspect have been shot. #LAX,"Police should assess scene security and threats, while EMS prepares for potential injuries from the reported shooting incident.",Police/EMS,CPU/MMU,Shootings,Affected individuals,"Responder Roles: Police, EMS
Disaster Type: Shootings
Tweet: RT @AustinCrossCBS: Reports saying a TSA agent and the shooting suspect have been shot. #LAX
Secondary Annotations: CPU, MMU
Information Type: Affected individuals",14975
"Colorado floods: 7 dead, hundreds missing, 1,500 houses destroyed http://t.co/1RcfRLL5IH",Police should assess crowd control needs and potential criminal activity due to reported fatalities and missing individuals from the floods.,Police,DCC,Floods,Affected individuals,"Responder Roles: Police
Disaster Type: Floods
Tweet: Colorado floods: 7 dead, hundreds missing, 1,500 houses destroyed http://t.co/1RcfRLL5IH
Secondary Annotations: DCC
Information Type: Affected individuals",13349
Death toll in Quebec train explosion rises to 5 http://t.co/RJt8gWM55F via @CBSNews,Assess casualties and prioritize medical response for individuals affected by the train explosion in Quebec.,EMS,MMU,Derailment,Affected individuals,"Responder Roles: EMS
Disaster Type: Derailment
Tweet: Death toll in Quebec train explosion rises to 5 http://t.co/RJt8gWM55F via @CBSNews
Secondary Annotations: MMU
Information Type: Affected individuals",16301
"Queens resident among 4 dead in Metro-North derailment, via @shutterstops http://t.co/IBk9SSkyYY","Police should assess scene security and potential criminal activity in the Metro-North derailment, coordinating with DCC for public safety.",Police,DCC,Derailment,Affected individuals,"Responder Roles: Police
Disaster Type: Derailment
Tweet: Queens resident among 4 dead in Metro-North derailment, via @shutterstops http://t.co/IBk9SSkyYY
Secondary Annotations: DCC
Information Type: Affected individuals",18541
"RT @tjmanotoc: Typhoon Pablo to hit PHILIPPINES on Tuesday, forecast to be stronger than Sendong! Be safe &amp; prepared! http://t.co/iY ...",Police should assess potential evacuation needs and prepare for crowd control as Typhoon Pablo approaches.,Police,DCC,Typhoon,Caution and advice,"Responder Roles: Police
Disaster Type: Typhoon
Tweet: RT @tjmanotoc: Typhoon Pablo to hit PHILIPPINES on Tuesday, forecast to be stronger than Sendong! Be safe &amp; prepared! http://t.co/iY ...
Secondary Annotations: DCC
Information Type: Caution and advice",5704
"RT @weeddude: According to @katywithawhy @CBSNews has obtained a photo of Paul Ciancia, the LAX shooting suspect http://t.co/IydbTQM7OC",Police should assess potential threats from the identified suspect and ensure public safety at LAX.,Police,DCC,Shootings,Affected individuals,"Responder Roles: Police
Disaster Type: Shootings
Tweet: RT @weeddude: According to @katywithawhy @CBSNews has obtained a photo of Paul Ciancia, the LAX shooting suspect http://t.co/IydbTQM7OC
Secondary Annotations: DCC
Information Type: Affected individuals",15563
"RT @twc_hurricane: Super Typhoon #Haiyan even stronger, now strongest tropical cyclone of 2013 on the entire planet: http://t.co/5Kpmx1dvyH…","As Super Typhoon Haiyan strengthens, police should monitor public safety and prepare for potential evacuations.",Police,DCC,Typhoon,Other Useful Information,"Responder Roles: Police
Disaster Type: Typhoon
Tweet: RT @twc_hurricane: Super Typhoon #Haiyan even stronger, now strongest tropical cyclone of 2013 on the entire planet: http://t.co/5Kpmx1dvyH…
Secondary Annotations: DCC
Information Type: Other Useful Information",25903
RT @BBCSanjoyM: 12 people killed in Cyclone #mahasen #bangladesh officials say.,Police should assess crowd control needs and coordinate with DCC following reports of fatalities from the cyclone.,Police,DCC,Collapse,Not labeled,"Responder Roles: Police
Disaster Type: Collapse
Tweet: RT @BBCSanjoyM: 12 people killed in Cyclone #mahasen #bangladesh officials say.
Secondary Annotations: DCC
Information Type: Not labeled",23758
Ash cloud covers Sydney as fires rage: Five major bush fires have threatened hundreds of homes in New South Wales,Firefighters should evaluate containment strategies as bush fires threaten homes in New South Wales amid an ash cloud over Sydney.,Firefighter,FC,Wildfire,Infrastructure and utilities,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: Ash cloud covers Sydney as fires rage: Five major bush fires have threatened hundreds of homes in New South Wales
Secondary Annotations: FC
Information Type: Infrastructure and utilities",8950
"The weather is crazy over here..we have rivers now, &amp; some students are evacuating the dorms while others went mud sliding xD #boulderflood",Police should monitor evacuation efforts and assess crowd control around affected dorms during flooding.,Police,DCC,Floods,Affected individuals,"Responder Roles: Police
Disaster Type: Floods
Tweet: The weather is crazy over here..we have rivers now, &amp; some students are evacuating the dorms while others went mud sliding xD #boulderflood
Secondary Annotations: DCC
Information Type: Affected individuals",12883
O.O Oh no! :( RT @alicegoldfuss: Explosions at the Boston Marathon. Warning: blood. https://t.co/p9Yn9mknIT (via @theoriginalwak),Assess potential injuries and casualties from reported explosions; prepare for possible triage and patient transport.,EMS,MMU,Bombings,Sympathy and support,"Responder Roles: EMS
Disaster Type: Bombings
Tweet: O.O Oh no! :( RT @alicegoldfuss: Explosions at the Boston Marathon. Warning: blood. https://t.co/p9Yn9mknIT (via @theoriginalwak)
Secondary Annotations: MMU
Information Type: Sympathy and support",10872
Top Story: Australia bush fire threat easing: Wildfires threaten the western suburbs of Austral... http://t.co/q3oDRBlLsr #ERMmedia @CNN,Firefighters should monitor wildfire containment and assess risks to infrastructure in the western suburbs as threats ease.,Firefighter,FC,Wildfire,Infrastructure and utilities,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: Top Story: Australia bush fire threat easing: Wildfires threaten the western suburbs of Austral... http://t.co/q3oDRBlLsr #ERMmedia @CNN
Secondary Annotations: FC
Information Type: Infrastructure and utilities",9657
